tenant_id,item_code,location_code,period,quantity,created_at,updated_at
apex,FG001,DC_MUM,2023-11-01,321,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2023-11-01,222,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2023-12-01,453,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2023-12-01,359,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2023-12-01,246,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-01-01,439,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-01-01,433,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-01-01,298,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-02-01,532,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-02-01,460,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-02-01,319,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-03-01,568,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-03-01,453,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-03-01,333,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-04-01,556,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-04-01,471,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-04-01,349,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-05-01,514,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-05-01,459,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-05-01,294,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-06-01,454,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-06-01,402,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-06-01,277,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-07-01,422,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-07-01,361,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-07-01,266,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-08-01,426,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-08-01,357,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-08-01,255,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-09-01,394,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-09-01,348,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-09-01,276,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-10-01,444,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-10-01,386,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-10-01,257,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-11-01,495,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-11-01,395,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-11-01,293,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2024-12-01,577,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2024-12-01,479,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2024-12-01,337,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-01-01,612,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-01-01,549,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-01-01,388,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-02-01,615,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-02-01,521,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-02-01,390,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-03-01,645,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-03-01,559,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-03-01,448,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-04-01,710,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-04-01,568,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-04-01,429,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-05-01,633,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-05-01,601,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-05-01,400,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-06-01,580,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-06-01,506,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-06-01,380,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-07-01,538,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-07-01,496,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-07-01,372,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-08-01,521,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-08-01,442,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-08-01,357,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-09-01,525,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-09-01,429,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-09-01,304,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-10-01,516,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-10-01,491,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-10-01,360,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-11-01,598,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-11-01,493,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-11-01,371,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2025-12-01,732,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2025-12-01,596,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2025-12-01,456,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2026-01-01,798,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2026-01-01,608,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2026-01-01,488,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2026-02-01,840,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2026-02-01,718,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2026-02-01,491,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_DEL,2026-03-01,869,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_MUM,2026-03-01,697,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG001,DC_BLR,2026-03-01,525,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2023-04-01,189,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2023-04-01,179,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2023-04-01,126,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2023-05-01,173,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2023-05-01,158,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2023-05-01,107,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2023-06-01,176,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2023-06-01,153,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2023-06-01,100,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2023-07-01,152,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2023-07-01,133,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2023-07-01,88,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2023-08-01,143,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2023-08-01,121,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2023-08-01,90,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2023-09-01,135,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2023-09-01,108,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2023-09-01,82,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2023-10-01,131,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2023-10-01,132,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2023-10-01,94,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2023-11-01,166,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2023-11-01,134,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2023-11-01,92,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2023-12-01,191,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2023-12-01,169,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2023-12-01,105,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-01-01,203,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-01-01,165,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-01-01,132,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-02-01,230,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-02-01,182,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-02-01,138,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-03-01,232,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-03-01,194,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-03-01,152,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-04-01,225,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-04-01,190,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-04-01,143,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-05-01,223,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-05-01,180,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-05-01,131,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-06-01,213,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-06-01,177,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-06-01,122,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-07-01,179,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-07-01,146,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-07-01,106,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-08-01,160,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-08-01,146,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-08-01,98,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-09-01,154,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-09-01,131,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-09-01,103,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-10-01,162,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-10-01,158,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-10-01,112,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-11-01,176,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-11-01,158,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-11-01,121,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2024-12-01,206,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2024-12-01,177,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2024-12-01,144,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-01-01,246,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-01-01,212,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-01-01,159,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-02-01,277,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-02-01,220,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-02-01,155,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-03-01,272,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-03-01,238,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-03-01,171,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-04-01,282,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-04-01,245,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-04-01,183,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-05-01,241,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-05-01,222,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-05-01,157,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-06-01,249,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-06-01,198,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-06-01,140,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-07-01,211,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-07-01,184,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-07-01,128,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-08-01,189,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-08-01,184,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-08-01,122,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-09-01,203,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-09-01,170,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-09-01,111,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-10-01,219,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-10-01,187,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-10-01,136,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-11-01,241,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-11-01,209,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-11-01,134,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2025-12-01,257,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2025-12-01,215,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2025-12-01,158,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2026-01-01,270,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2026-01-01,249,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2026-01-01,196,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2026-02-01,304,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2026-02-01,289,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2026-02-01,196,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_DEL,2026-03-01,325,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_MUM,2026-03-01,309,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG002,DC_BLR,2026-03-01,222,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2023-04-01,285,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2023-04-01,256,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2023-04-01,167,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2023-05-01,266,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2023-05-01,259,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2023-05-01,174,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2023-06-01,266,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2023-06-01,240,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2023-06-01,153,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2023-07-01,256,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2023-07-01,221,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2023-07-01,167,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2023-08-01,232,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2023-08-01,230,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2023-08-01,143,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2023-09-01,231,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2023-09-01,216,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2023-09-01,156,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2023-10-01,239,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2023-10-01,205,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2023-10-01,165,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2023-11-01,251,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2023-11-01,232,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2023-11-01,166,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2023-12-01,274,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2023-12-01,246,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2023-12-01,174,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2024-01-01,314,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2024-01-01,244,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2024-01-01,190,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2024-02-01,293,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2024-02-01,263,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2024-02-01,196,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2024-03-01,302,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2024-03-01,265,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2024-03-01,203,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2024-04-01,290,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2024-04-01,270,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2024-04-01,210,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2024-05-01,327,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2024-05-01,247,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2024-05-01,181,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2024-06-01,280,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2024-06-01,272,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_BLR,2024-06-01,193,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_DEL,2024-07-01,295,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
apex,FG003,DC_MUM,2024-07-01,238,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z
